,ID,Data,Hora,Estacao,Codigo,Poluente,Valor,Unidade,Tipo
250,250,2015-01-11,11:00,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
251,251,2015-01-11,12:00,Americana - Vila Santa Maria,SP01,MP10,31.0,ug/m3,automatica
252,252,2015-01-11,13:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
253,253,2015-01-11,14:00,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
254,254,2015-01-11,15:00,Americana - Vila Santa Maria,SP01,MP10,38.0,ug/m3,automatica
255,255,2015-01-11,16:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
256,256,2015-01-11,17:00,Americana - Vila Santa Maria,SP01,MP10,29.0,ug/m3,automatica
257,257,2015-01-11,18:00,Americana - Vila Santa Maria,SP01,MP10,9.0,ug/m3,automatica
258,258,2015-01-11,19:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
259,259,2015-01-11,20:00,Americana - Vila Santa Maria,SP01,MP10,37.0,ug/m3,automatica
260,260,2015-01-11,21:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
261,261,2015-01-11,22:00,Americana - Vila Santa Maria,SP01,MP10,19.0,ug/m3,automatica
262,262,2015-01-11,23:00,Americana - Vila Santa Maria,SP01,MP10,7.0,ug/m3,automatica
263,263,2015-01-11,23:55,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
264,264,2015-01-12,01:00,Americana - Vila Santa Maria,SP01,MP10,14.0,ug/m3,automatica
265,265,2015-01-12,02:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
266,266,2015-01-12,03:00,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
267,267,2015-01-12,04:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
268,268,2015-01-12,05:00,Americana - Vila Santa Maria,SP01,MP10,22.0,ug/m3,automatica
269,269,2015-01-12,06:00,Americana - Vila Santa Maria,SP01,MP10,5.0,ug/m3,automatica
270,270,2015-01-12,07:00,Americana - Vila Santa Maria,SP01,MP10,9.0,ug/m3,automatica
271,271,2015-01-12,08:00,Americana - Vila Santa Maria,SP01,MP10,0.0,ug/m3,automatica
272,272,2015-01-12,09:00,Americana - Vila Santa Maria,SP01,MP10,22.0,ug/m3,automatica
273,273,2015-01-12,10:00,Americana - Vila Santa Maria,SP01,MP10,28.0,ug/m3,automatica
274,274,2015-01-12,11:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
275,275,2015-01-12,12:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
276,276,2015-01-12,13:00,Americana - Vila Santa Maria,SP01,MP10,12.0,ug/m3,automatica
277,277,2015-01-12,14:00,Americana - Vila Santa Maria,SP01,MP10,18.0,ug/m3,automatica
278,278,2015-01-12,15:00,Americana - Vila Santa Maria,SP01,MP10,19.0,ug/m3,automatica
279,279,2015-01-12,16:00,Americana - Vila Santa Maria,SP01,MP10,16.0,ug/m3,automatica
280,280,2015-01-12,17:00,Americana - Vila Santa Maria,SP01,MP10,29.0,ug/m3,automatica
281,281,2015-01-12,18:00,Americana - Vila Santa Maria,SP01,MP10,13.0,ug/m3,automatica
282,282,2015-01-12,19:00,Americana - Vila Santa Maria,SP01,MP10,6.0,ug/m3,automatica
283,283,2015-01-12,20:00,Americana - Vila Santa Maria,SP01,MP10,1.0,ug/m3,automatica
284,284,2015-01-12,21:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
285,285,2015-01-12,22:00,Americana - Vila Santa Maria,SP01,MP10,106.0,ug/m3,automatica
286,286,2015-01-12,23:00,Americana - Vila Santa Maria,SP01,MP10,43.0,ug/m3,automatica
287,287,2015-01-12,23:55,Americana - Vila Santa Maria,SP01,MP10,19.0,ug/m3,automatica
288,288,2015-01-13,01:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
289,289,2015-01-13,02:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
290,290,2015-01-13,03:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
291,291,2015-01-13,04:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
292,292,2015-01-13,05:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
293,293,2015-01-13,06:00,Americana - Vila Santa Maria,SP01,MP10,18.0,ug/m3,automatica
294,294,2015-01-13,07:00,Americana - Vila Santa Maria,SP01,MP10,36.0,ug/m3,automatica
295,295,2015-01-13,08:00,Americana - Vila Santa Maria,SP01,MP10,38.0,ug/m3,automatica
296,296,2015-01-13,09:00,Americana - Vila Santa Maria,SP01,MP10,49.0,ug/m3,automatica
297,297,2015-01-13,10:00,Americana - Vila Santa Maria,SP01,MP10,39.0,ug/m3,automatica
298,298,2015-01-13,11:00,Americana - Vila Santa Maria,SP01,MP10,28.0,ug/m3,automatica
299,299,2015-01-13,12:00,Americana - Vila Santa Maria,SP01,MP10,14.0,ug/m3,automatica
300,300,2015-01-13,13:00,Americana - Vila Santa Maria,SP01,MP10,17.0,ug/m3,automatica
301,301,2015-01-13,14:00,Americana - Vila Santa Maria,SP01,MP10,16.0,ug/m3,automatica
302,302,2015-01-13,15:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
303,303,2015-01-13,16:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
304,304,2015-01-13,17:00,Americana - Vila Santa Maria,SP01,MP10,19.0,ug/m3,automatica
305,305,2015-01-13,18:00,Americana - Vila Santa Maria,SP01,MP10,36.0,ug/m3,automatica
306,306,2015-01-13,19:00,Americana - Vila Santa Maria,SP01,MP10,6.0,ug/m3,automatica
307,307,2015-01-13,20:00,Americana - Vila Santa Maria,SP01,MP10,14.0,ug/m3,automatica
308,308,2015-01-13,21:00,Americana - Vila Santa Maria,SP01,MP10,18.0,ug/m3,automatica
309,309,2015-01-13,22:00,Americana - Vila Santa Maria,SP01,MP10,22.0,ug/m3,automatica
310,310,2015-01-13,23:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
311,311,2015-01-13,23:55,Americana - Vila Santa Maria,SP01,MP10,32.0,ug/m3,automatica
312,312,2015-01-14,01:00,Americana - Vila Santa Maria,SP01,MP10,55.0,ug/m3,automatica
313,313,2015-01-14,02:00,Americana - Vila Santa Maria,SP01,MP10,32.0,ug/m3,automatica
314,314,2015-01-14,03:00,Americana - Vila Santa Maria,SP01,MP10,43.0,ug/m3,automatica
315,315,2015-01-14,04:00,Americana - Vila Santa Maria,SP01,MP10,47.0,ug/m3,automatica
316,316,2015-01-14,05:00,Americana - Vila Santa Maria,SP01,MP10,45.0,ug/m3,automatica
317,317,2015-01-14,06:00,Americana - Vila Santa Maria,SP01,MP10,51.0,ug/m3,automatica
318,318,2015-01-14,07:00,Americana - Vila Santa Maria,SP01,MP10,37.0,ug/m3,automatica
319,319,2015-01-14,08:00,Americana - Vila Santa Maria,SP01,MP10,34.0,ug/m3,automatica
320,320,2015-01-14,09:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
321,321,2015-01-14,10:00,Americana - Vila Santa Maria,SP01,MP10,64.0,ug/m3,automatica
322,322,2015-01-14,11:00,Americana - Vila Santa Maria,SP01,MP10,47.0,ug/m3,automatica
323,323,2015-01-14,12:00,Americana - Vila Santa Maria,SP01,MP10,56.0,ug/m3,automatica
324,324,2015-01-14,13:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
325,325,2015-01-14,14:00,Americana - Vila Santa Maria,SP01,MP10,46.0,ug/m3,automatica
326,326,2015-01-14,15:00,Americana - Vila Santa Maria,SP01,MP10,54.0,ug/m3,automatica
327,327,2015-01-14,16:00,Americana - Vila Santa Maria,SP01,MP10,66.0,ug/m3,automatica
328,328,2015-01-14,17:00,Americana - Vila Santa Maria,SP01,MP10,38.0,ug/m3,automatica
329,329,2015-01-14,18:00,Americana - Vila Santa Maria,SP01,MP10,22.0,ug/m3,automatica
330,330,2015-01-14,19:00,Americana - Vila Santa Maria,SP01,MP10,10.0,ug/m3,automatica
331,331,2015-01-14,20:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
332,332,2015-01-14,21:00,Americana - Vila Santa Maria,SP01,MP10,11.0,ug/m3,automatica
333,333,2015-01-14,22:00,Americana - Vila Santa Maria,SP01,MP10,22.0,ug/m3,automatica
334,334,2015-01-14,23:00,Americana - Vila Santa Maria,SP01,MP10,35.0,ug/m3,automatica
335,335,2015-01-14,23:55,Americana - Vila Santa Maria,SP01,MP10,17.0,ug/m3,automatica
336,336,2015-01-15,01:00,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
337,337,2015-01-15,02:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
338,338,2015-01-15,03:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
339,339,2015-01-15,04:00,Americana - Vila Santa Maria,SP01,MP10,20.0,ug/m3,automatica
340,340,2015-01-15,05:00,Americana - Vila Santa Maria,SP01,MP10,39.0,ug/m3,automatica
341,341,2015-01-15,06:00,Americana - Vila Santa Maria,SP01,MP10,29.0,ug/m3,automatica
342,342,2015-01-15,07:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
343,343,2015-01-15,08:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
344,344,2015-01-15,09:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
345,345,2015-01-15,10:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
346,346,2015-01-15,11:00,Americana - Vila Santa Maria,SP01,MP10,26.0,ug/m3,automatica
347,347,2015-01-15,12:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
348,348,2015-01-15,13:00,Americana - Vila Santa Maria,SP01,MP10,16.0,ug/m3,automatica
349,349,2015-01-15,14:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
350,350,2015-01-15,15:00,Americana - Vila Santa Maria,SP01,MP10,34.0,ug/m3,automatica
351,351,2015-01-15,16:00,Americana - Vila Santa Maria,SP01,MP10,36.0,ug/m3,automatica
352,352,2015-01-15,17:00,Americana - Vila Santa Maria,SP01,MP10,88.0,ug/m3,automatica
353,353,2015-01-15,18:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
354,354,2015-01-15,19:00,Americana - Vila Santa Maria,SP01,MP10,11.0,ug/m3,automatica
355,355,2015-01-15,20:00,Americana - Vila Santa Maria,SP01,MP10,9.0,ug/m3,automatica
356,356,2015-01-15,21:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
357,357,2015-01-15,22:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
358,358,2015-01-15,23:00,Americana - Vila Santa Maria,SP01,MP10,59.0,ug/m3,automatica
359,359,2015-01-15,23:55,Americana - Vila Santa Maria,SP01,MP10,48.0,ug/m3,automatica
360,360,2015-01-16,01:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
361,361,2015-01-16,02:00,Americana - Vila Santa Maria,SP01,MP10,32.0,ug/m3,automatica
362,362,2015-01-16,03:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
363,363,2015-01-16,04:00,Americana - Vila Santa Maria,SP01,MP10,24.0,ug/m3,automatica
364,364,2015-01-16,05:00,Americana - Vila Santa Maria,SP01,MP10,31.0,ug/m3,automatica
365,365,2015-01-16,06:00,Americana - Vila Santa Maria,SP01,MP10,14.0,ug/m3,automatica
366,366,2015-01-16,07:00,Americana - Vila Santa Maria,SP01,MP10,32.0,ug/m3,automatica
367,367,2015-01-16,08:00,Americana - Vila Santa Maria,SP01,MP10,24.0,ug/m3,automatica
368,368,2015-01-16,09:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
369,369,2015-01-16,10:00,Americana - Vila Santa Maria,SP01,MP10,36.0,ug/m3,automatica
370,370,2015-01-16,11:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
371,371,2015-01-16,12:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
372,372,2015-01-16,13:00,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
373,373,2015-01-16,14:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
374,374,2015-01-16,15:00,Americana - Vila Santa Maria,SP01,MP10,24.0,ug/m3,automatica
375,375,2015-01-16,16:00,Americana - Vila Santa Maria,SP01,MP10,54.0,ug/m3,automatica
376,376,2015-01-16,17:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
377,377,2015-01-16,18:00,Americana - Vila Santa Maria,SP01,MP10,9.0,ug/m3,automatica
378,378,2015-01-16,19:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
379,379,2015-01-16,20:00,Americana - Vila Santa Maria,SP01,MP10,38.0,ug/m3,automatica
380,380,2015-01-16,21:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
381,381,2015-01-16,22:00,Americana - Vila Santa Maria,SP01,MP10,47.0,ug/m3,automatica
382,382,2015-01-16,23:00,Americana - Vila Santa Maria,SP01,MP10,69.0,ug/m3,automatica
383,383,2015-01-16,23:55,Americana - Vila Santa Maria,SP01,MP10,73.0,ug/m3,automatica
384,384,2015-01-17,01:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
385,385,2015-01-17,02:00,Americana - Vila Santa Maria,SP01,MP10,64.0,ug/m3,automatica
386,386,2015-01-17,03:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
387,387,2015-01-17,04:00,Americana - Vila Santa Maria,SP01,MP10,47.0,ug/m3,automatica
388,388,2015-01-17,05:00,Americana - Vila Santa Maria,SP01,MP10,48.0,ug/m3,automatica
389,389,2015-01-17,06:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
390,390,2015-01-17,07:00,Americana - Vila Santa Maria,SP01,MP10,36.0,ug/m3,automatica
391,391,2015-01-17,08:00,Americana - Vila Santa Maria,SP01,MP10,65.0,ug/m3,automatica
392,392,2015-01-17,09:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
393,393,2015-01-17,10:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
394,394,2015-01-17,11:00,Americana - Vila Santa Maria,SP01,MP10,45.0,ug/m3,automatica
395,395,2015-01-17,12:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
396,396,2015-01-17,13:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
397,397,2015-01-17,14:00,Americana - Vila Santa Maria,SP01,MP10,23.0,ug/m3,automatica
398,398,2015-01-17,15:00,Americana - Vila Santa Maria,SP01,MP10,26.0,ug/m3,automatica
399,399,2015-01-17,16:00,Americana - Vila Santa Maria,SP01,MP10,31.0,ug/m3,automatica
400,400,2015-01-17,17:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
401,401,2015-01-17,18:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
402,402,2015-01-17,19:00,Americana - Vila Santa Maria,SP01,MP10,6.0,ug/m3,automatica
403,403,2015-01-17,20:00,Americana - Vila Santa Maria,SP01,MP10,26.0,ug/m3,automatica
404,404,2015-01-17,21:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
405,405,2015-01-17,22:00,Americana - Vila Santa Maria,SP01,MP10,52.0,ug/m3,automatica
406,406,2015-01-17,23:00,Americana - Vila Santa Maria,SP01,MP10,57.0,ug/m3,automatica
407,407,2015-01-17,23:55,Americana - Vila Santa Maria,SP01,MP10,52.0,ug/m3,automatica
408,408,2015-01-18,01:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
409,409,2015-01-18,02:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
410,410,2015-01-18,03:00,Americana - Vila Santa Maria,SP01,MP10,49.0,ug/m3,automatica
411,411,2015-01-18,04:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
412,412,2015-01-18,05:00,Americana - Vila Santa Maria,SP01,MP10,92.0,ug/m3,automatica
413,413,2015-01-18,06:00,Americana - Vila Santa Maria,SP01,MP10,60.0,ug/m3,automatica
414,414,2015-01-18,07:00,Americana - Vila Santa Maria,SP01,MP10,50.0,ug/m3,automatica
415,415,2015-01-18,08:00,Americana - Vila Santa Maria,SP01,MP10,54.0,ug/m3,automatica
416,416,2015-01-18,09:00,Americana - Vila Santa Maria,SP01,MP10,57.0,ug/m3,automatica
417,417,2015-01-18,10:00,Americana - Vila Santa Maria,SP01,MP10,43.0,ug/m3,automatica
418,418,2015-01-18,11:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
419,419,2015-01-18,12:00,Americana - Vila Santa Maria,SP01,MP10,34.0,ug/m3,automatica
420,420,2015-01-18,13:00,Americana - Vila Santa Maria,SP01,MP10,37.0,ug/m3,automatica
421,421,2015-01-18,14:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
422,422,2015-01-18,15:00,Americana - Vila Santa Maria,SP01,MP10,63.0,ug/m3,automatica
423,423,2015-01-18,16:00,Americana - Vila Santa Maria,SP01,MP10,50.0,ug/m3,automatica
424,424,2015-01-18,17:00,Americana - Vila Santa Maria,SP01,MP10,43.0,ug/m3,automatica
425,425,2015-01-18,18:00,Americana - Vila Santa Maria,SP01,MP10,38.0,ug/m3,automatica
426,426,2015-01-18,19:00,Americana - Vila Santa Maria,SP01,MP10,8.0,ug/m3,automatica
427,427,2015-01-18,20:00,Americana - Vila Santa Maria,SP01,MP10,0.0,ug/m3,automatica
428,428,2015-01-18,21:00,Americana - Vila Santa Maria,SP01,MP10,20.0,ug/m3,automatica
429,429,2015-01-18,22:00,Americana - Vila Santa Maria,SP01,MP10,36.0,ug/m3,automatica
430,430,2015-01-18,23:00,Americana - Vila Santa Maria,SP01,MP10,58.0,ug/m3,automatica
431,431,2015-01-18,23:55,Americana - Vila Santa Maria,SP01,MP10,49.0,ug/m3,automatica
432,432,2015-01-19,01:00,Americana - Vila Santa Maria,SP01,MP10,51.0,ug/m3,automatica
433,433,2015-01-19,02:00,Americana - Vila Santa Maria,SP01,MP10,67.0,ug/m3,automatica
434,434,2015-01-19,03:00,Americana - Vila Santa Maria,SP01,MP10,48.0,ug/m3,automatica
435,435,2015-01-19,04:00,Americana - Vila Santa Maria,SP01,MP10,47.0,ug/m3,automatica
436,436,2015-01-19,05:00,Americana - Vila Santa Maria,SP01,MP10,35.0,ug/m3,automatica
437,437,2015-01-19,06:00,Americana - Vila Santa Maria,SP01,MP10,34.0,ug/m3,automatica
438,438,2015-01-19,07:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
439,439,2015-01-19,08:00,Americana - Vila Santa Maria,SP01,MP10,39.0,ug/m3,automatica
440,440,2015-01-19,09:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
441,441,2015-01-19,10:00,Americana - Vila Santa Maria,SP01,MP10,60.0,ug/m3,automatica
442,442,2015-01-19,11:00,Americana - Vila Santa Maria,SP01,MP10,21.0,ug/m3,automatica
443,443,2015-01-19,12:00,Americana - Vila Santa Maria,SP01,MP10,39.0,ug/m3,automatica
444,444,2015-01-19,13:00,Americana - Vila Santa Maria,SP01,MP10,32.0,ug/m3,automatica
445,445,2015-01-19,14:00,Americana - Vila Santa Maria,SP01,MP10,47.0,ug/m3,automatica
446,446,2015-01-19,15:00,Americana - Vila Santa Maria,SP01,MP10,60.0,ug/m3,automatica
447,447,2015-01-19,16:00,Americana - Vila Santa Maria,SP01,MP10,53.0,ug/m3,automatica
448,448,2015-01-19,17:00,Americana - Vila Santa Maria,SP01,MP10,43.0,ug/m3,automatica
449,449,2015-01-19,18:00,Americana - Vila Santa Maria,SP01,MP10,27.0,ug/m3,automatica
450,450,2015-01-19,19:00,Americana - Vila Santa Maria,SP01,MP10,14.0,ug/m3,automatica
451,451,2015-01-19,20:00,Americana - Vila Santa Maria,SP01,MP10,10.0,ug/m3,automatica
452,452,2015-01-19,21:00,Americana - Vila Santa Maria,SP01,MP10,3.0,ug/m3,automatica
453,453,2015-01-19,22:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
454,454,2015-01-19,23:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
455,455,2015-01-19,23:55,Americana - Vila Santa Maria,SP01,MP10,52.0,ug/m3,automatica
456,456,2015-01-20,01:00,Americana - Vila Santa Maria,SP01,MP10,29.0,ug/m3,automatica
457,457,2015-01-20,02:00,Americana - Vila Santa Maria,SP01,MP10,29.0,ug/m3,automatica
458,458,2015-01-20,03:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
459,459,2015-01-20,04:00,Americana - Vila Santa Maria,SP01,MP10,28.0,ug/m3,automatica
460,460,2015-01-20,05:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
461,461,2015-01-20,06:00,Americana - Vila Santa Maria,SP01,MP10,34.0,ug/m3,automatica
462,462,2015-01-20,07:00,Americana - Vila Santa Maria,SP01,MP10,34.0,ug/m3,automatica
463,463,2015-01-20,08:00,Americana - Vila Santa Maria,SP01,MP10,51.0,ug/m3,automatica
464,464,2015-01-20,09:00,Americana - Vila Santa Maria,SP01,MP10,52.0,ug/m3,automatica
465,465,2015-01-20,10:00,Americana - Vila Santa Maria,SP01,MP10,74.0,ug/m3,automatica
466,466,2015-01-20,11:00,Americana - Vila Santa Maria,SP01,MP10,55.0,ug/m3,automatica
467,467,2015-01-20,12:00,Americana - Vila Santa Maria,SP01,MP10,44.0,ug/m3,automatica
468,468,2015-01-20,13:00,Americana - Vila Santa Maria,SP01,MP10,107.0,ug/m3,automatica
469,469,2015-01-20,14:00,Americana - Vila Santa Maria,SP01,MP10,73.0,ug/m3,automatica
470,470,2015-01-20,15:00,Americana - Vila Santa Maria,SP01,MP10,83.0,ug/m3,automatica
471,471,2015-01-20,16:00,Americana - Vila Santa Maria,SP01,MP10,63.0,ug/m3,automatica
472,472,2015-01-20,17:00,Americana - Vila Santa Maria,SP01,MP10,33.0,ug/m3,automatica
473,473,2015-01-20,18:00,Americana - Vila Santa Maria,SP01,MP10,41.0,ug/m3,automatica
474,474,2015-01-20,19:00,Americana - Vila Santa Maria,SP01,MP10,16.0,ug/m3,automatica
475,475,2015-01-20,20:00,Americana - Vila Santa Maria,SP01,MP10,1.0,ug/m3,automatica
476,476,2015-01-20,21:00,Americana - Vila Santa Maria,SP01,MP10,56.0,ug/m3,automatica
477,477,2015-01-20,22:00,Americana - Vila Santa Maria,SP01,MP10,61.0,ug/m3,automatica
478,478,2015-01-20,23:00,Americana - Vila Santa Maria,SP01,MP10,57.0,ug/m3,automatica
479,479,2015-01-20,23:55,Americana - Vila Santa Maria,SP01,MP10,43.0,ug/m3,automatica
480,480,2015-01-21,01:00,Americana - Vila Santa Maria,SP01,MP10,38.0,ug/m3,automatica
481,481,2015-01-21,02:00,Americana - Vila Santa Maria,SP01,MP10,74.0,ug/m3,automatica
482,482,2015-01-21,03:00,Americana - Vila Santa Maria,SP01,MP10,108.0,ug/m3,automatica
483,483,2015-01-21,04:00,Americana - Vila Santa Maria,SP01,MP10,11.0,ug/m3,automatica
484,484,2015-01-21,05:00,Americana - Vila Santa Maria,SP01,MP10,12.0,ug/m3,automatica
485,485,2015-01-21,06:00,Americana - Vila Santa Maria,SP01,MP10,12.0,ug/m3,automatica
486,486,2015-01-21,07:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
487,487,2015-01-21,08:00,Americana - Vila Santa Maria,SP01,MP10,19.0,ug/m3,automatica
488,488,2015-01-21,09:00,Americana - Vila Santa Maria,SP01,MP10,4.0,ug/m3,automatica
489,489,2015-01-21,10:00,Americana - Vila Santa Maria,SP01,MP10,19.0,ug/m3,automatica
490,490,2015-01-21,11:00,Americana - Vila Santa Maria,SP01,MP10,14.0,ug/m3,automatica
491,491,2015-01-21,12:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
492,492,2015-01-21,13:00,Americana - Vila Santa Maria,SP01,MP10,30.0,ug/m3,automatica
493,493,2015-01-21,14:00,Americana - Vila Santa Maria,SP01,MP10,42.0,ug/m3,automatica
494,494,2015-01-21,15:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
495,495,2015-01-21,16:00,Americana - Vila Santa Maria,SP01,MP10,40.0,ug/m3,automatica
496,496,2015-01-21,17:00,Americana - Vila Santa Maria,SP01,MP10,25.0,ug/m3,automatica
497,497,2015-01-21,18:00,Americana - Vila Santa Maria,SP01,MP10,22.0,ug/m3,automatica
498,498,2015-01-21,19:00,Americana - Vila Santa Maria,SP01,MP10,4.0,ug/m3,automatica
